Airline,Departing_Port,Arriving_Port,Flight_Scheduled,Flights_Flown,Year,Month_Num
Virgin Australia,Brisbane,Hobart,40,40,2019,3
Virgin Australia,Brisbane,Mackay,140,139,2019,3
Virgin Australia,Brisbane,Melbourne,405,387,2019,3
Virgin Australia,Brisbane,Mount Isa,16,16,2019,3
Virgin Australia,Brisbane,Newcastle,87,86,2019,3
Virgin Australia,Brisbane,Perth,104,103,2019,3
Virgin Australia,Brisbane,Proserpine,41,41,2019,3
Virgin Australia,Brisbane,Rockhampton,140,139,2019,3
Virgin Australia,Brisbane,Sydney,546,527,2019,3
Virgin Australia,Brisbane,Townsville,148,147,2019,3
Virgin Australia,Broome,Perth,1,1,2019,3
Virgin Australia,Bundaberg,Brisbane,31,31,2019,3
Virgin Australia,Cairns,Brisbane,132,132,2019,3
Virgin Australia,Cairns,Melbourne,30,30,2019,3
Virgin Australia,Cairns,Sydney,89,89,2019,3
Virgin Australia,Canberra,Adelaide,27,27,2019,3
Virgin Australia,Canberra,Brisbane,93,93,2019,3
Virgin Australia,Canberra,Melbourne,168,164,2019,3
Virgin Australia,Canberra,Sydney,261,248,2019,3
Virgin Australia,Coffs Harbour,Sydney,31,31,2019,3
Virgin Australia,Darwin,Alice Springs,13,12,2019,3
Virgin Australia,Darwin,Brisbane,31,31,2019,3
Virgin Australia,Darwin,Melbourne,31,31,2019,3
Virgin Australia,Darwin,Perth,21,21,2019,3
Virgin Australia,Darwin,Sydney,30,29,2019,3
Virgin Australia,Emerald,Brisbane,52,52,2019,3
Virgin Australia,Gladstone,Brisbane,74,73,2019,3
Virgin Australia,Gold Coast,Adelaide,34,34,2019,3
Virgin Australia,Gold Coast,Melbourne,197,194,2019,3
Virgin Australia,Gold Coast,Sydney,256,247,2019,3
Virgin Australia,Hamilton Island,Brisbane,31,31,2019,3
Virgin Australia,Hamilton Island,Sydney,26,26,2019,3
Virgin Australia,Hobart,Brisbane,40,40,2019,3
Virgin Australia,Hobart,Melbourne,151,151,2019,3
Virgin Australia,Hobart,Sydney,72,72,2019,3
Virgin Australia,Kalgoorlie,Perth,41,40,2019,3
Virgin Australia,Karratha,Perth,1,1,2019,3
Virgin Australia,Launceston,Melbourne,110,110,2019,3
Virgin Australia,Launceston,Sydney,31,31,2019,3
Virgin Australia,Mackay,Brisbane,141,140,2019,3
Virgin Australia,Melbourne,Adelaide,290,283,2019,3
Virgin Australia,Melbourne,Brisbane,399,383,2019,3
Virgin Australia,Melbourne,Cairns,30,30,2019,3
Virgin Australia,Melbourne,Canberra,168,163,2019,3
Virgin Australia,Melbourne,Darwin,31,31,2019,3
Virgin Australia,Melbourne,Gold Coast,199,196,2019,3
Virgin Australia,Melbourne,Hobart,151,151,2019,3
Virgin Australia,Melbourne,Launceston,110,110,2019,3
Virgin Australia,Melbourne,Mildura,31,31,2019,3
Virgin Australia,Melbourne,Newcastle,34,34,2019,3
Virgin Australia,Melbourne,Perth,151,151,2019,3
Virgin Australia,Melbourne,Sunshine Coast,73,73,2019,3
Virgin Australia,Melbourne,Sydney,787,741,2019,3
Virgin Australia,Mildura,Melbourne,31,31,2019,3
Virgin Australia,Mount Isa,Brisbane,17,17,2019,3
Virgin Australia,Newcastle,Brisbane,87,86,2019,3
Virgin Australia,Newcastle,Melbourne,34,34,2019,3
Virgin Australia,Newman,Perth,11,11,2019,3
Virgin Australia,Perth,Adelaide,36,36,2019,3
Virgin Australia,Perth,Brisbane,105,104,2019,3
Virgin Australia,Perth,Broome,1,1,2019,3
Virgin Australia,Perth,Darwin,21,21,2019,3
Virgin Australia,Perth,Kalgoorlie,40,40,2019,3
Virgin Australia,Perth,Karratha,1,1,2019,3
Virgin Australia,Perth,Melbourne,146,146,2019,3
Virgin Australia,Perth,Newman,11,11,2019,3
Virgin Australia,Perth,Port Hedland,25,25,2019,3
Virgin Australia,Perth,Sydney,120,120,2019,3
Virgin Australia,Port Hedland,Perth,25,25,2019,3
Virgin Australia,Port Macquarie,Sydney,62,61,2019,3
Virgin Australia,Proserpine,Brisbane,41,41,2019,3
Virgin Australia,Rockhampton,Brisbane,140,139,2019,3
Virgin Australia,Sunshine Coast,Melbourne,73,72,2019,3
Virgin Australia,Sunshine Coast,Sydney,52,52,2019,3
Virgin Australia,Sydney,Adelaide,173,171,2019,3
Virgin Australia,Sydney,Albury,62,62,2019,3
Virgin Australia,Sydney,Ayers Rock,31,31,2019,3
Virgin Australia,Sydney,Ballina,31,31,2019,3
Virgin Australia,Sydney,Brisbane,550,530,2019,3
Virgin Australia,Sydney,Cairns,88,88,2019,3
Virgin Australia,Sydney,Canberra,262,250,2019,3
Virgin Australia,Sydney,Coffs Harbour,31,31,2019,3
Virgin Australia,Sydney,Darwin,30,29,2019,3
Virgin Australia,Sydney,Gold Coast,256,247,2019,3
Virgin Australia,Sydney,Hamilton Island,26,26,2019,3
Virgin Australia,Sydney,Hobart,72,72,2019,3
Virgin Australia,Sydney,Launceston,31,31,2019,3
Virgin Australia,Sydney,Melbourne,780,737,2019,3
Virgin Australia,Sydney,Perth,120,120,2019,3
Virgin Australia,Sydney,Port Macquarie,62,61,2019,3
Virgin Australia,Sydney,Sunshine Coast,53,53,2019,3
Virgin Australia,Sydney,Tamworth,52,52,2019,3
Virgin Australia,Sydney,Townsville,25,24,2019,3
Virgin Australia,Tamworth,Sydney,52,52,2019,3
Virgin Australia,Townsville,Brisbane,149,148,2019,3
Virgin Australia,Townsville,Sydney,25,24,2019,3
Virgin Australia Regional Airlines,Adelaide,Alice Springs,10,9,2019,3
Virgin Australia Regional Airlines,Adelaide,Melbourne,11,10,2019,3
Virgin Australia Regional Airlines,Adelaide,Perth,52,50,2019,3
Virgin Australia Regional Airlines,Alice Springs,Adelaide,10,9,2019,3
Virgin Australia Regional Airlines,Alice Springs,Darwin,9,8,2019,3
Virgin Australia Regional Airlines,Broome,Perth,58,57,2019,3
Virgin Australia Regional Airlines,Darwin,Alice Springs,10,8,2019,3
Virgin Australia Regional Airlines,Darwin,Perth,10,10,2019,3
Virgin Australia Regional Airlines,Geraldton,Perth,31,31,2019,3
Virgin Australia Regional Airlines,Kalgoorlie,Perth,38,37,2019,3
Virgin Australia Regional Airlines,Karratha,Perth,73,66,2019,3
Virgin Australia Regional Airlines,Melbourne,Adelaide,11,10,2019,3
Virgin Australia Regional Airlines,Newman,Perth,27,27,2019,3
Virgin Australia Regional Airlines,Perth,Adelaide,51,51,2019,3
Virgin Australia Regional Airlines,Perth,Broome,58,58,2019,3
Virgin Australia Regional Airlines,Perth,Darwin,10,10,2019,3
Virgin Australia Regional Airlines,Perth,Geraldton,31,31,2019,3
Virgin Australia Regional Airlines,Perth,Kalgoorlie,38,38,2019,3
Virgin Australia Regional Airlines,Perth,Karratha,73,66,2019,3
Virgin Australia Regional Airlines,Perth,Newman,27,27,2019,3
Virgin Australia Regional Airlines,Perth,Port Hedland,27,24,2019,3
Virgin Australia Regional Airlines,Port Hedland,Perth,27,24,2019,3
All Airlines,Adelaide,Alice Springs,53,52,2019,3
All Airlines,Adelaide,Brisbane,277,273,2019,3
All Airlines,Adelaide,Canberra,75,75,2019,3
All Airlines,Adelaide,Gold Coast,59,59,2019,3
All Airlines,Adelaide,Melbourne,789,775,2019,3
All Airlines,Adelaide,Perth,224,222,2019,3
All Airlines,Adelaide,Port Lincoln,330,328,2019,3
All Airlines,Adelaide,Sydney,580,573,2019,3
All Airlines,Albury,Sydney,269,268,2019,3
All Airlines,Alice Springs,Adelaide,52,50,2019,3
All Airlines,Alice Springs,Darwin,68,65,2019,3
All Airlines,Armidale,Sydney,189,186,2019,3
All Airlines,Ayers Rock,Sydney,58,57,2019,3
All Airlines,Ballina,Sydney,135,134,2019,3
All Airlines,Brisbane,Adelaide,269,265,2019,3
All Airlines,Brisbane,Bundaberg,154,152,2019,3
All Airlines,Brisbane,Cairns,372,367,2019,3
All Airlines,Brisbane,Canberra,264,262,2019,3
All Airlines,Brisbane,Darwin,94,93,2019,3
All Airlines,Brisbane,Emerald,172,172,2019,3
All Airlines,Brisbane,Gladstone,214,208,2019,3
All Airlines,Brisbane,Hamilton Island,62,61,2019,3
All Airlines,Brisbane,Hobart,71,71,2019,3
All Airlines,Brisbane,Mackay,295,289,2019,3
All Airlines,Brisbane,Melbourne,1065,1031,2019,3
All Airlines,Brisbane,Mount Isa,57,56,2019,3
All Airlines,Brisbane,Newcastle,250,245,2019,3
All Airlines,Brisbane,Perth,262,261,2019,3
All Airlines,Brisbane,Proserpine,72,71,2019,3
All Airlines,Brisbane,Rockhampton,323,321,2019,3
All Airlines,Brisbane,Sydney,1468,1406,2019,3
All Airlines,Brisbane,Townsville,334,324,2019,3
All Airlines,Broome,Perth,143,141,2019,3
All Airlines,Bundaberg,Brisbane,154,152,2019,3
All Airlines,Cairns,Brisbane,372,368,2019,3
All Airlines,Cairns,Melbourne,161,160,2019,3
All Airlines,Cairns,Sydney,259,255,2019,3
All Airlines,Cairns,Townsville,149,149,2019,3
All Airlines,Canberra,Adelaide,75,75,2019,3
All Airlines,Canberra,Brisbane,261,258,2019,3
All Airlines,Canberra,Melbourne,487,477,2019,3
All Airlines,Canberra,Sydney,751,722,2019,3
All Airlines,Coffs Harbour,Sydney,184,183,2019,3
All Airlines,Darwin,Alice Springs,71,67,2019,3
All Airlines,Darwin,Brisbane,93,92,2019,3
All Airlines,Darwin,Melbourne,82,82,2019,3
All Airlines,Darwin,Perth,62,62,2019,3
All Airlines,Darwin,Sydney,87,86,2019,3
All Airlines,Dubbo,Sydney,248,246,2019,3
All Airlines,Emerald,Brisbane,172,171,2019,3
All Airlines,Geraldton,Perth,79,79,2019,3
All Airlines,Gladstone,Brisbane,214,207,2019,3
All Airlines,Gold Coast,Adelaide,60,60,2019,3
All Airlines,Gold Coast,Melbourne,445,438,2019,3
All Airlines,Gold Coast,Sydney,720,695,2019,3
All Airlines,Hamilton Island,Brisbane,62,61,2019,3
All Airlines,Hamilton Island,Sydney,67,67,2019,3
All Airlines,Hobart,Brisbane,70,70,2019,3
All Airlines,Hobart,Melbourne,515,510,2019,3
All Airlines,Hobart,Sydney,226,224,2019,3
All Airlines,Kalgoorlie,Perth,161,159,2019,3
All Airlines,Karratha,Perth,259,232,2019,3
All Airlines,Launceston,Melbourne,378,377,2019,3
All Airlines,Launceston,Sydney,90,88,2019,3
All Airlines,Mackay,Brisbane,297,286,2019,3
All Airlines,Melbourne,Adelaide,780,770,2019,3
All Airlines,Melbourne,Brisbane,1060,1032,2019,3
All Airlines,Melbourne,Cairns,161,160,2019,3
All Airlines,Melbourne,Canberra,488,475,2019,3
All Airlines,Melbourne,Darwin,81,81,2019,3
All Airlines,Melbourne,Gold Coast,446,440,2019,3
All Airlines,Melbourne,Hobart,515,510,2019,3
All Airlines,Melbourne,Launceston,378,378,2019,3
All Airlines,Melbourne,Mildura,212,208,2019,3
All Airlines,Melbourne,Newcastle,129,129,2019,3
All Airlines,Melbourne,Perth,463,460,2019,3
All Airlines,Melbourne,Sunshine Coast,135,135,2019,3
All Airlines,Melbourne,Sydney,2558,2404,2019,3
All Airlines,Mildura,Melbourne,212,208,2019,3
All Airlines,Mount Isa,Brisbane,57,55,2019,3
All Airlines,Newcastle,Brisbane,251,246,2019,3
All Airlines,Newcastle,Melbourne,129,129,2019,3
All Airlines,Newman,Perth,170,168,2019,3
All Airlines,Perth,Adelaide,232,232,2019,3
All Airlines,Perth,Brisbane,260,259,2019,3
All Airlines,Perth,Broome,142,142,2019,3
All Airlines,Perth,Darwin,62,62,2019,3
All Airlines,Perth,Geraldton,79,79,2019,3
All Airlines,Perth,Kalgoorlie,162,161,2019,3
All Airlines,Perth,Karratha,260,235,2019,3
All Airlines,Perth,Melbourne,456,449,2019,3
All Airlines,Perth,Newman,171,169,2019,3
All Airlines,Perth,Port Hedland,185,171,2019,3
All Airlines,Perth,Sydney,393,391,2019,3
All Airlines,Port Hedland,Perth,186,171,2019,3
All Airlines,Port Lincoln,Adelaide,331,328,2019,3
All Airlines,Port Macquarie,Sydney,167,166,2019,3
All Airlines,Proserpine,Brisbane,72,71,2019,3
All Airlines,Proserpine,Sydney,31,30,2019,3
All Airlines,Rockhampton,Brisbane,327,325,2019,3
All Airlines,Sunshine Coast,Melbourne,136,135,2019,3
All Airlines,Sunshine Coast,Sydney,186,183,2019,3
All Airlines,Sydney,Adelaide,586,577,2019,3
All Airlines,Sydney,Albury,271,270,2019,3
All Airlines,Sydney,Armidale,188,187,2019,3
All Airlines,Sydney,Ayers Rock,57,57,2019,3
All Airlines,Sydney,Ballina,136,135,2019,3
All Airlines,Sydney,Brisbane,1473,1411,2019,3
All Airlines,Sydney,Cairns,258,255,2019,3
All Airlines,Sydney,Canberra,751,728,2019,3
All Airlines,Sydney,Coffs Harbour,184,184,2019,3
All Airlines,Sydney,Darwin,89,88,2019,3
All Airlines,Sydney,Dubbo,252,251,2019,3
All Airlines,Sydney,Gold Coast,719,699,2019,3
All Airlines,Sydney,Hamilton Island,67,67,2019,3
All Airlines,Sydney,Hobart,225,223,2019,3
All Airlines,Sydney,Launceston,88,88,2019,3
All Airlines,Sydney,Melbourne,2552,2399,2019,3
All Airlines,Sydney,Perth,393,391,2019,3
All Airlines,Sydney,Port Macquarie,167,166,2019,3
All Airlines,Sydney,Proserpine,31,30,2019,3
All Airlines,Sydney,Sunshine Coast,186,184,2019,3
All Airlines,Sydney,Tamworth,178,177,2019,3
All Airlines,Sydney,Townsville,42,41,2019,3
All Airlines,Sydney,Wagga Wagga,238,234,2019,3
All Airlines,Tamworth,Sydney,178,177,2019,3
All Airlines,Townsville,Brisbane,338,328,2019,3
All Airlines,Townsville,Cairns,148,147,2019,3
All Airlines,Townsville,Sydney,42,41,2019,3
All Airlines,Wagga Wagga,Sydney,240,235,2019,3
Jetstar,Adelaide,Brisbane,27,27,2019,4
Jetstar,Adelaide,Gold Coast,28,28,2019,4
Jetstar,Adelaide,Melbourne,115,112,2019,4
Jetstar,Adelaide,Perth,30,30,2019,4
Jetstar,Adelaide,Sydney,143,141,2019,4
Jetstar,Ayers Rock,Sydney,30,30,2019,4
Jetstar,Ballina,Sydney,90,90,2019,4
Jetstar,Brisbane,Adelaide,27,27,2019,4
Jetstar,Brisbane,Cairns,104,100,2019,4
Jetstar,Brisbane,Darwin,23,21,2019,4
Jetstar,Brisbane,Hobart,26,26,2019,4
Jetstar,Brisbane,Mackay,34,34,2019,4
Jetstar,Brisbane,Melbourne,193,187,2019,4
Jetstar,Brisbane,Newcastle,76,76,2019,4
Jetstar,Brisbane,Proserpine,38,38,2019,4
Jetstar,Brisbane,Sydney,204,195,2019,4
Jetstar,Brisbane,Townsville,60,60,2019,4
Jetstar,Cairns,Brisbane,104,100,2019,4
Jetstar,Cairns,Melbourne,126,121,2019,4
Jetstar,Cairns,Sydney,110,110,2019,4
Jetstar,Darwin,Brisbane,23,21,2019,4
Jetstar,Darwin,Melbourne,28,28,2019,4
Jetstar,Darwin,Sydney,26,25,2019,4
Jetstar,Gold Coast,Adelaide,28,28,2019,4
Jetstar,Gold Coast,Melbourne,226,224,2019,4
Jetstar,Gold Coast,Sydney,325,318,2019,4
Jetstar,Hamilton Island,Sydney,26,26,2019,4
Jetstar,Hobart,Brisbane,27,27,2019,4
Jetstar,Hobart,Melbourne,172,168,2019,4
Jetstar,Hobart,Sydney,87,87,2019,4
Jetstar,Launceston,Melbourne,136,136,2019,4
Jetstar,Launceston,Sydney,51,51,2019,4
Jetstar,Mackay,Brisbane,35,34,2019,4
Jetstar,Melbourne,Adelaide,115,112,2019,4
Jetstar,Melbourne,Brisbane,193,187,2019,4
Jetstar,Melbourne,Cairns,126,122,2019,4
Jetstar,Melbourne,Darwin,28,28,2019,4
Jetstar,Melbourne,Gold Coast,226,224,2019,4
Jetstar,Melbourne,Hobart,172,168,2019,4
Jetstar,Melbourne,Launceston,136,136,2019,4
Jetstar,Melbourne,Newcastle,118,117,2019,4
Jetstar,Melbourne,Perth,57,57,2019,4
Jetstar,Melbourne,Sunshine Coast,95,95,2019,4
Jetstar,Melbourne,Sydney,444,434,2019,4
Jetstar,Newcastle,Brisbane,76,75,2019,4
Jetstar,Newcastle,Melbourne,118,117,2019,4
Jetstar,Perth,Adelaide,30,30,2019,4
Jetstar,Perth,Melbourne,57,57,2019,4
Jetstar,Perth,Sydney,30,30,2019,4
Jetstar,Proserpine,Brisbane,38,38,2019,4
Jetstar,Proserpine,Sydney,13,13,2019,4
Jetstar,Sunshine Coast,Melbourne,96,95,2019,4
Jetstar,Sunshine Coast,Sydney,123,122,2019,4
Jetstar,Sydney,Adelaide,142,141,2019,4
Jetstar,Sydney,Ayers Rock,29,29,2019,4
Jetstar,Sydney,Ballina,89,89,2019,4
Jetstar,Sydney,Brisbane,204,196,2019,4
Jetstar,Sydney,Cairns,112,112,2019,4
Jetstar,Sydney,Darwin,26,26,2019,4
Jetstar,Sydney,Gold Coast,323,319,2019,4
Jetstar,Sydney,Hamilton Island,26,26,2019,4
Jetstar,Sydney,Hobart,87,87,2019,4
Jetstar,Sydney,Launceston,51,51,2019,4
Jetstar,Sydney,Melbourne,444,436,2019,4
Jetstar,Sydney,Perth,30,30,2019,4
Jetstar,Sydney,Proserpine,13,13,2019,4
Jetstar,Sydney,Sunshine Coast,123,122,2019,4
Jetstar,Sydney,Townsville,29,29,2019,4
Jetstar,Townsville,Brisbane,59,59,2019,4
Jetstar,Townsville,Sydney,29,29,2019,4
Qantas,Adelaide,Alice Springs,30,30,2019,4
Qantas,Adelaide,Brisbane,103,103,2019,4
Qantas,Adelaide,Canberra,47,47,2019,4
Qantas,Adelaide,Melbourne,281,279,2019,4
Qantas,Adelaide,Perth,114,114,2019,4
Qantas,Adelaide,Sydney,221,219,2019,4
Qantas,Alice Springs,Adelaide,30,30,2019,4
Qantas,Alice Springs,Darwin,58,57,2019,4
Qantas,Brisbane,Adelaide,103,103,2019,4
Qantas,Brisbane,Cairns,23,23,2019,4
Qantas,Brisbane,Darwin,33,33,2019,4
Qantas,Brisbane,Melbourne,397,394,2019,4
Qantas,Brisbane,Perth,143,143,2019,4
Qantas,Brisbane,Sydney,599,585,2019,4
Qantas,Brisbane,Townsville,48,48,2019,4
Qantas,Broome,Perth,3,3,2019,4
Qantas,Cairns,Brisbane,23,23,2019,4
Qantas,Cairns,Melbourne,35,34,2019,4
Qantas,Cairns,Sydney,61,61,2019,4
Qantas,Canberra,Adelaide,47,47,2019,4
Qantas,Canberra,Melbourne,232,227,2019,4
Qantas,Darwin,Alice Springs,58,57,2019,4
Qantas,Darwin,Brisbane,32,32,2019,4
Qantas,Darwin,Melbourne,29,29,2019,4
Qantas,Darwin,Perth,30,30,2019,4
Qantas,Darwin,Sydney,42,42,2019,4
Qantas,Gold Coast,Melbourne,30,30,2019,4
Qantas,Gold Coast,Sydney,71,69,2019,4
Qantas,Hamilton Island,Sydney,5,5,2019,4
Qantas,Hobart,Melbourne,111,110,2019,4
Qantas,Kalgoorlie,Perth,10,10,2019,4
Qantas,Karratha,Perth,41,37,2019,4
Qantas,Melbourne,Adelaide,281,279,2019,4
Qantas,Melbourne,Brisbane,397,394,2019,4
Qantas,Melbourne,Cairns,35,35,2019,4
Qantas,Melbourne,Canberra,232,229,2019,4
Qantas,Melbourne,Darwin,29,29,2019,4
Qantas,Melbourne,Gold Coast,30,30,2019,4
Qantas,Melbourne,Hobart,111,111,2019,4
Qantas,Melbourne,Perth,197,197,2019,4
Qantas,Melbourne,Sydney,973,909,2019,4
Qantas,Newman,Perth,29,28,2019,4
Qantas,Perth,Adelaide,114,114,2019,4
Qantas,Perth,Brisbane,141,141,2019,4
Qantas,Perth,Broome,3,3,2019,4
Qantas,Perth,Darwin,30,30,2019,4
Qantas,Perth,Kalgoorlie,10,10,2019,4
Qantas,Perth,Karratha,41,37,2019,4
Qantas,Perth,Melbourne,197,197,2019,4
Qantas,Perth,Newman,29,28,2019,4
Qantas,Perth,Port Hedland,36,35,2019,4
Qantas,Perth,Sydney,198,198,2019,4
Qantas,Port Hedland,Perth,36,35,2019,4
Qantas,Sydney,Adelaide,221,220,2019,4
Qantas,Sydney,Brisbane,601,586,2019,4
Qantas,Sydney,Cairns,61,61,2019,4
Qantas,Sydney,Darwin,41,41,2019,4
Qantas,Sydney,Gold Coast,71,69,2019,4
Qantas,Sydney,Hamilton Island,5,5,2019,4
Qantas,Sydney,Melbourne,974,910,2019,4
Qantas,Sydney,Perth,198,198,2019,4
Qantas,Townsville,Brisbane,48,48,2019,4
QantasLink,Adelaide,Canberra,3,3,2019,4
QantasLink,Adelaide,Port Lincoln,98,98,2019,4
QantasLink,Albury,Sydney,99,99,2019,4
QantasLink,Armidale,Sydney,117,115,2019,4
QantasLink,Brisbane,Bundaberg,120,118,2019,4
QantasLink,Brisbane,Cairns,150,145,2019,4
QantasLink,Brisbane,Canberra,147,147,2019,4
QantasLink,Brisbane,Emerald,113,108,2019,4
QantasLink,Brisbane,Gladstone,136,133,2019,4
QantasLink,Brisbane,Hamilton Island,28,27,2019,4
QantasLink,Brisbane,Mackay,131,129,2019,4
QantasLink,Brisbane,Mount Isa,54,54,2019,4
QantasLink,Brisbane,Newcastle,85,81,2019,4
QantasLink,Brisbane,Rockhampton,177,176,2019,4
QantasLink,Brisbane,Townsville,103,101,2019,4
QantasLink,Broome,Perth,87,87,2019,4
QantasLink,Bundaberg,Brisbane,120,118,2019,4
QantasLink,Cairns,Brisbane,150,143,2019,4
QantasLink,Cairns,Townsville,132,130,2019,4
QantasLink,Canberra,Adelaide,3,3,2019,4
QantasLink,Canberra,Brisbane,147,146,2019,4
QantasLink,Canberra,Melbourne,40,39,2019,4
QantasLink,Canberra,Sydney,450,435,2019,4
QantasLink,Coffs Harbour,Sydney,126,125,2019,4
QantasLink,Dubbo,Sydney,103,101,2019,4
QantasLink,Emerald,Brisbane,113,108,2019,4
QantasLink,Geraldton,Perth,48,48,2019,4
QantasLink,Gladstone,Brisbane,137,134,2019,4
QantasLink,Gold Coast,Sydney,56,56,2019,4
QantasLink,Hamilton Island,Brisbane,28,27,2019,4
QantasLink,Hamilton Island,Sydney,21,21,2019,4
QantasLink,Hobart,Sydney,70,69,2019,4
QantasLink,Kalgoorlie,Perth,78,76,2019,4
QantasLink,Karratha,Perth,142,137,2019,4
QantasLink,Launceston,Melbourne,116,116,2019,4
QantasLink,Mackay,Brisbane,126,123,2019,4
QantasLink,Melbourne,Canberra,41,40,2019,4
QantasLink,Melbourne,Launceston,116,116,2019,4
QantasLink,Melbourne,Mildura,89,89,2019,4
QantasLink,Mildura,Melbourne,89,89,2019,4
QantasLink,Mount Isa,Brisbane,54,54,2019,4
QantasLink,Newcastle,Brisbane,84,80,2019,4
QantasLink,Newman,Perth,114,113,2019,4
QantasLink,Perth,Broome,87,86,2019,4
QantasLink,Perth,Geraldton,48,48,2019,4
QantasLink,Perth,Kalgoorlie,78,76,2019,4
QantasLink,Perth,Karratha,144,142,2019,4
QantasLink,Perth,Newman,114,113,2019,4
QantasLink,Perth,Port Hedland,110,107,2019,4
QantasLink,Port Hedland,Perth,110,107,2019,4
QantasLink,Port Lincoln,Adelaide,98,97,2019,4
QantasLink,Port Macquarie,Sydney,107,106,2019,4
QantasLink,Rockhampton,Brisbane,182,180,2019,4
QantasLink,Sunshine Coast,Sydney,54,54,2019,4
QantasLink,Sydney,Albury,100,100,2019,4
QantasLink,Sydney,Armidale,117,115,2019,4
QantasLink,Sydney,Brisbane,1,1,2019,4
QantasLink,Sydney,Canberra,447,437,2019,4
QantasLink,Sydney,Coffs Harbour,126,125,2019,4
QantasLink,Sydney,Dubbo,103,103,2019,4
QantasLink,Sydney,Gold Coast,56,56,2019,4
QantasLink,Sydney,Hamilton Island,21,21,2019,4
QantasLink,Sydney,Hobart,70,69,2019,4
QantasLink,Sydney,Port Macquarie,107,106,2019,4
QantasLink,Sydney,Sunshine Coast,54,54,2019,4
QantasLink,Sydney,Tamworth,123,119,2019,4
QantasLink,Sydney,Wagga Wagga,98,98,2019,4
QantasLink,Tamworth,Sydney,123,119,2019,4
QantasLink,Townsville,Brisbane,104,101,2019,4
QantasLink,Townsville,Cairns,132,131,2019,4
QantasLink,Wagga Wagga,Sydney,98,98,2019,4
Regional Express,Adelaide,Port Lincoln,206,206,2019,4
Regional Express,Albury,Sydney,96,95,2019,4
Regional Express,Armidale,Sydney,64,64,2019,4
Regional Express,Ballina,Sydney,20,20,2019,4
Regional Express,Cairns,Townsville,10,10,2019,4
Regional Express,Dubbo,Sydney,120,119,2019,4
Regional Express,Melbourne,Mildura,77,77,2019,4
Regional Express,Mildura,Melbourne,77,77,2019,4
Regional Express,Port Lincoln,Adelaide,205,205,2019,4
Regional Express,Sydney,Albury,93,93,2019,4
Regional Express,Sydney,Armidale,64,64,2019,4
Regional Express,Sydney,Ballina,22,22,2019,4
Regional Express,Sydney,Dubbo,121,121,2019,4
Regional Express,Sydney,Wagga Wagga,115,115,2019,4
Regional Express,Townsville,Cairns,10,10,2019,4
Regional Express,Wagga Wagga,Sydney,112,112,2019,4
Tigerair Australia,Adelaide,Brisbane,30,30,2019,4
Tigerair Australia,Adelaide,Melbourne,84,81,2019,4
Tigerair Australia,Adelaide,Sydney,29,29,2019,4
Tigerair Australia,Brisbane,Adelaide,30,30,2019,4
Tigerair Australia,Brisbane,Cairns,32,31,2019,4
Tigerair Australia,Brisbane,Canberra,21,21,2019,4
Tigerair Australia,Brisbane,Darwin,14,14,2019,4
Tigerair Australia,Brisbane,Melbourne,115,109,2019,4
Tigerair Australia,Brisbane,Sydney,122,118,2019,4
Tigerair Australia,Cairns,Brisbane,32,31,2019,4
Tigerair Australia,Cairns,Melbourne,36,36,2019,4
Tigerair Australia,Cairns,Sydney,30,30,2019,4
Tigerair Australia,Canberra,Brisbane,21,21,2019,4
Tigerair Australia,Canberra,Melbourne,36,35,2019,4
Tigerair Australia,Coffs Harbour,Sydney,25,25,2019,4
Tigerair Australia,Darwin,Brisbane,15,15,2019,4
Tigerair Australia,Gold Coast,Melbourne,86,85,2019,4
Tigerair Australia,Gold Coast,Sydney,93,93,2019,4
Tigerair Australia,Hobart,Melbourne,43,42,2019,4
Tigerair Australia,Melbourne,Adelaide,84,81,2019,4
Tigerair Australia,Melbourne,Brisbane,115,109,2019,4
Tigerair Australia,Melbourne,Cairns,36,36,2019,4
Tigerair Australia,Melbourne,Canberra,36,35,2019,4
Tigerair Australia,Melbourne,Gold Coast,86,85,2019,4
Tigerair Australia,Melbourne,Hobart,43,42,2019,4
Tigerair Australia,Melbourne,Perth,55,54,2019,4
Tigerair Australia,Melbourne,Sydney,240,228,2019,4
Tigerair Australia,Perth,Melbourne,55,54,2019,4
Tigerair Australia,Perth,Sydney,26,26,2019,4
Tigerair Australia,Proserpine,Sydney,19,19,2019,4
Tigerair Australia,Sydney,Adelaide,29,29,2019,4
Tigerair Australia,Sydney,Brisbane,122,118,2019,4
Tigerair Australia,Sydney,Cairns,30,30,2019,4
Tigerair Australia,Sydney,Coffs Harbour,25,25,2019,4
Tigerair Australia,Sydney,Gold Coast,93,93,2019,4
Tigerair Australia,Sydney,Melbourne,240,228,2019,4
Tigerair Australia,Sydney,Perth,26,26,2019,4
Tigerair Australia,Sydney,Proserpine,19,19,2019,4
Virgin Australia,Adelaide,Alice Springs,19,19,2019,4
Virgin Australia,Adelaide,Brisbane,108,108,2019,4
Virgin Australia,Adelaide,Canberra,25,25,2019,4
Virgin Australia,Adelaide,Gold Coast,33,33,2019,4
Virgin Australia,Adelaide,Melbourne,257,254,2019,4
Virgin Australia,Adelaide,Perth,29,29,2019,4
Virgin Australia,Adelaide,Sydney,154,154,2019,4
Virgin Australia,Albury,Sydney,55,55,2019,4
Virgin Australia,Alice Springs,Adelaide,19,19,2019,4
